workload,strategy,run,cost_usd,latency_sec,hypervolume,overhead_sec,n_pareto
High,NSGA-III,28,0.600983023287636,17976.201972578892,8142.546011124407,2.168,6
High,NSGA-III,29,0.6009512929407604,17975.94683302794,8143.316675895349,2.265,6
High,B2-WeightedSumGA,0,0.6108267784718453,18269.051563164965,6126.193645121585,,
High,B2-WeightedSumGA,1,0.6078529058919191,18146.492873719835,6221.806055087821,,
High,B2-WeightedSumGA,2,0.6066315432185254,18112.160800226164,6254.224901972229,,
High,B2-WeightedSumGA,3,0.6114788643884088,18275.52239095422,6114.228584264137,,
High,B2-WeightedSumGA,4,0.6107358998345628,18262.495405794634,6130.33326154327,,
High,B2-WeightedSumGA,5,0.6037389662614984,18059.86939216607,6318.451288647878,,
High,B2-WeightedSumGA,6,0.6036495905889268,18088.32896432533,6307.0820423446,,
High,B2-WeightedSumGA,7,0.6094615765478151,18216.43061534404,6168.399200990232,,
High,B2-WeightedSumGA,8,0.6099383537728525,18208.238503552075,6165.277361312859,,
High,B2-WeightedSumGA,9,0.6069670990544496,18123.155842421427,6244.620913873942,,
High,B2-WeightedSumGA,10,0.54380463032274,24762.233489767266,3793.1123070511276,,
High,B2-WeightedSumGA,11,0.6047348900408637,18055.81800995313,6306.076239917517,,
High,B2-WeightedSumGA,12,0.6071056348486223,18149.210840942793,6231.175763339799,,
High,B2-WeightedSumGA,13,0.6142849757957202,18359.392307099526,6038.547411577738,,
High,B2-WeightedSumGA,14,0.6442994010369025,19293.622665927636,5243.506496901878,,
High,B2-WeightedSumGA,15,0.6130376440422542,18310.59566501017,6077.136947798595,,
High,B2-WeightedSumGA,16,0.6049868515776899,18106.22651637554,6280.167719313466,,
High,B2-WeightedSumGA,17,0.6034492780589416,18035.503590841014,6333.40046290579,,
High,B2-WeightedSumGA,18,0.603943194285211,18092.450682301536,6301.083425397145,,
High,B2-WeightedSumGA,19,0.6080937407879988,18184.321412065754,6201.766083481034,,
High,B2-WeightedSumGA,20,0.6085482090949501,18211.594772445475,6183.37598341357,,
High,B2-WeightedSumGA,21,0.6111828516501815,18249.708388889958,6129.647812326045,,
High,B2-WeightedSumGA,22,0.6030288376512764,18015.794924966413,6348.159035989148,,
High,B2-WeightedSumGA,23,0.6094700231873275,18180.751753299293,6183.92016815746,,
High,B2-WeightedSumGA,24,0.605011163956538,18086.235091045757,6288.675303937143,,
High,B2-WeightedSumGA,25,0.60575357175993,18082.179429751825,6279.924657856673,,
High,B2-WeightedSumGA,26,0.6042005005246215,18065.258082327797,6309.493981243697,,
High,B2-WeightedSumGA,27,0.6105493412463739,18228.055762074717,6148.009286268548,,
High,B2-WeightedSumGA,28,0.6060284262942697,18074.46981161756,6279.426161194149,,
High,B2-WeightedSumGA,29,0.6387293647559759,19086.20845082959,5400.736964863783,,
High,B1-AllSmall,0,0.4093046489238404,29352.747222516504,,,
High,B3-AllLarge,0,0.9525635465863923,12198.544300266603,,,
